Application Number,Filing Date,Mark Name,Trademark Description,Goods and Services,Applicant Name,Applicant Country,Trademark Image URL,Status,Expiry Date
T0403651I,2004-03-05,andrea leonard,,"Clothing, footwear and headgear for infant, children and women, such as babies' diapers of textile, babies' napkins of textile, babies' pants, bath robes, bathing suits, bathing trunks, beach clothes, belts [clothing], bibs, not of paper, jackets [clothing], jackets (stuff-) [clothing], jumpers [shirt fronts], knitwear [clothing], outerclothing, overalls, pajamas, pants, petticoats, pullovers, ready-made clothing, shirts, skirts, socks, stockings, suits, sweaters, tee-shirts, tights, trousers, underwear, vests, mittens, headbands [clothing], camisoles; boots, sandals, shoes, slippers, sports shoes; caps [headwear], hats, headgear for wear; all included in class 25.",KIDDY PALACE PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403651I/cd4acaf5-fff2-4100-afa4-bf6cac063372/T0403651I.jpg,Registered,2024-03-05
T0403652G,2004-03-05,tviq,,"Paper, cardboard and goods made from these materials; calendars; diaries; folders and files (stationery); greeting cards; announcement cards (stationery); magazines; periodicals; photographs; posters; printed publications; printed matters; office requisites (except furniture); letterheads; envelopes; complimentary slips; mailing labels; business cards; brochures; pamphlets; printed programmes; guides; catalogues; charts; signboards and advertisement boards of paper or cardboard; drawings (graphic); bags of plastic and paper materials for packaging; advertising circulars; address stamps; bags (envelopes, pouches) of paper or plastics for packaging; binders (loose-leaf); booklets; bookmarkers; clipboards; covers (stationery); coasters of paper or plastic; forms (printed); handbooks (manual); newsletters; notebooks; notepads; paperweights; stationery; pictures; postcards; prospectuses; seals (stamps); stickers (stationery); bumper stickers; car stickers; tickets; wrapping paper; writing materials; writing instruments; all included in Class 16.",MEASAT BROADCAST NETWORK SYSTEMS SDN. BHD.,Malaysia,https://ipos-storage.data.gov.sg/trademarks/T0403652G/2ef52b4e-18a5-4c69-adb3-5bdc64580176/T0403652G.jpg,Registered,2024-03-05
T0403653E,2004-03-05,s,,"Polarizing films used for LCD (liquid crystal display); polarizers; noise filters; polarized sunglasses; transformers [electricity]; protectors for telecommunication apparatus; terminal strips (for electronic components); transducers; converters, electric; inverters [electricity]; coils, electric; distribution boards [electricity]; battery chargers; power control panels; distribution consoles [electricity]; signal transceivers; rechargeable battery testers.",SANRITZ CORPORATION,Japan,https://ipos-storage.data.gov.sg/trademarks/T0403653E/039dbd9d-3ab4-4dbd-8776-3d339639b94b/T0403653E.jpg,Removed,2014-03-05
T0403654C,2004-03-05,tviq,,Articles of clothing; caps (headwear); bandannas; scarves; hats; sun visors [clothing]; headbands; clothing of imitation leather; clothing of leather; motorists clothing; paper clothing; peaks (cap-); pockets for clothing; ready-made clothing; shirts; skull caps; socks; footwear; belts [clothing]; suspenders; vests; wristbands [clothing]; armbands [clothing]; waistcoats; neckties; sweatshirts; sweaters; overalls; uniforms; aprons [clothing]; gloves [clothing]; jackets; jerseys; jumpers (shirt fronts); articles of clothing for sports and leisure; headgear; T-shirts; all included in Class 25.,MEASAT BROADCAST NETWORK SYSTEMS SDN. BHD.,Malaysia,https://ipos-storage.data.gov.sg/trademarks/T0403654C/089e1716-a537-4495-8b0c-98068864e5be/T0403654C.jpg,Registered,2024-03-05
T0403655A,2004-03-05,tviq,,"Communications and telecommunications; cable television broadcasting and transmission; radio broadcasting and transmission; television broadcasting and transmission; satellite broadcasting and transmission; data broadcasting and transmission; digital broadcasting and transmission; information broadcasting and transmission; pay-per-view and video-on demand broadcasting and transmission services; operation and management of telecommunications facilities, apparatus, equipment and systems and television and radio networks; provision of access to television via decoding apparatus; subscription television broadcasting; provision of electronic data, sound and video links; video and audio streaming; broadcasting and transmission of text, message, sound and images via communication and computer networks; audio and audiovisual communication and transmission services; televisual communication services; communications by computer; communication services for electronic transmission of information, data, text, images, messages and  voices; electronic order transmission; broadcasting, transmission and diffusion of television, radio and internet programmes; digital network telecommunications services; information about telecommunications, broadcasting, communication networks; interactive services for facilitating the pre-selection of viewing programmes; interactive services for facilitating recordal of television programmes; interactive communications and telecommunications services; rental of communications and telecommunications apparatus and equipment; rental of signal decoders; rental of broadcasting equipment and apparatus; subscription television broadcasting; value added network (communication) services; videotext services; videodata services; viewdata services; facsimile communication and transmission; teleconferencing services; teletext services; communications by and between computers terminals; communications for access to databases and computer networks; telecommunications services for access to a communications or computer stored databank; computer aided transmission of messages and images; electronic mail; message sending; news information [telecommunication]; news agencies; electronic data display of information, messages, text, images and data on display boards; providing access to moving picture experts group layer-3 audio (audio file format or extension) web sites on the internet; providing access to digital music web sites on the internet; internet portal services; internet services providers (ISPs); transmission of messages by audio-visual media; transmission of messages by telephone; advisory, information and consultancy services relating to all the aforementioned; all included in Class 38.",MEASAT BROADCAST NETWORK SYSTEMS SDN. BHD.,Malaysia,https://ipos-storage.data.gov.sg/trademarks/T0403655A/0c449a0f-7eb5-4677-bc57-2199637d346a/T0403655A.jpg,Registered,2024-03-05
T0403656Z,2004-03-05,sanritz,,"Polarizing films used for LCD (Liquid Crystal Display); polarizers; noise filters; polarized sunglasses; transformers [electricity]; protectors for telecommunication apparatus; terminal strips (for electronic components); transducers; converters, electric; inverters [electricity]; coils, electric; distribution boards [electricity]; battery chargers; power control panels; distribution consoles [electricity]; signal transceivers; rechargeable battery testers.",SANRITZ CORPORATION,Japan,https://ipos-storage.data.gov.sg/trademarks/T0403656Z/d9e0a648-7f54-43da-a68f-9138dee48750/T0403656Z.jpg,Removed,2014-03-05
T0403657H,2004-03-05,michele,,"Jewelry made of precious metal or coated therewith, belt buckles and money clips made of precious metal or coated therewith; cufflinks; hat ornaments; shoe ornaments; tie clips, pins, and tacks; costume jewelry; watch fobs, bands, straps, bracelets, and chains; clocks; decorative items made of precious metal or coated therewith, namely, bowls, platters, serving trays, chargers, jugs, plates, mugs, vases, cache pots, ice buckets, canisters, cruets, pencil cups, letter openers, desk trays, serving trays, decorative trays, candlesticks, candelabras, candle holders, candle rings, candle snuffers, candle trays, decorative boxes, jewelry boxes, jewelry cases, picture frames, decorative stands, decorative pedestals, cigarette cases, cigarette boxes, cigarette holders, cigarette lighters, ashtrays, coffee services, tea services, and napkin rings; all the aforesaid being goods of precious metals or their alloys.","FOSSIL GROUP, INC.",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403657H/30389586-d0a4-44b7-a8b0-a10b6fce1f6f/T0403657H.jpg,Registered,2023-12-19
T0403658F,2004-03-05,tviq,,"Entertainment; entertainment information; education information; educational services; entertainer services; entertainment agency and management services; instruction services; training services; publishing services; closed circuit television entertainment services; education and instruction by means of or relating to radio and television; archive library services; library services; audio and video recording, production and distribution [excluding transport] services; organization, production and/or presentation of television programmes, radio programmes, cine-films, documentaries, animated cartoons and films, live entertainment, performances or shows, reality shows, music shows, game shows, musical recording, plays or theatre productions, stage shows, talent shows, award ceremonies, competitions, concerts, pageants, quizzes, beauty contests, carnivals and funfairs and music festivals; dissemination of entertainment and educational materials; dubbing, translation and subtitling services; editing services; e-zine (electronic magazine); electronic viewing guide services; fan club services [entertainment]; play schemes (entertainment or educational); production, presentation, distribution [excluding transport], syndication, leasing and rental of television and radio programmes, interactive entertainment, motion pictures, animated cartoons and films, documentaries, films and sound and video recordings, audio and video tapes, compact discs, interactive and digital compact discs, laser discs, video discs, DVDs (digital video discs), DVD-RWs (digital video discs with read/write capability), CD-ROMs and multi-media software; arranging and conducting of conferences, symposiums, workshops (training), displays (training), demonstrations (training) and seminars; publication of books, magazines, guides, manuals; publication of printed matter relating to education; providing casino facilities (gambling); providing cinema facilities; organization of competition (education or entertainment); gaming; movie studio services; providing movie theatre facilities; provision of entertainment, recreation and sporting facilities; organization of exhibitions for cultural, social or educational purposes; practical training (demonstration); radio entertainment; rental of video cassette recorders, movie projectors, audio-visual equipment and apparatus, video cameras, radio and television sets, lighting apparatus for theatrical sets or television studios and accessories; rental of equipment for use at entertainment events; rental of acoustics recording equipment; rental of acoustic reproduction equipment; rental of audio equipment; rental of cinema projection equipment; scriptwriting services; videotape editing; video film production and distribution [excluding transport]; television entertainment; recording studio services; production of special effects for radio, television or films; promotions (entertainment); road shows being entertainment services; providing digital music (not downloadable) from the Internet; providing on-line electronic publication; provision of on-line forums; recreation services; sports information and entertainment services; holiday camp services [entertainment]; sport camp services; recreational tournaments, sporting events, competitions and tournaments; physical education services; provision of recreational facilities; organizing and conducting sports clinics; telephone games; electronic and computer game services; provision of interactive video games; competitions and contests organized and provided by means of computer networks and Internet enabled, wireless and mobile telecommunication devices; reservation of show tickets; booking of seats for shows and sporting events; booking of entertainment; ticketing information services for shows and sporting events; entertainment agency services; management of entertainment services; artistic direction of performing artists; entertainment in the form of live musical performances (service providing-); correspondence courses; computer education training services; provision of news for entertainment purposes via computer databases or web-sites on the Internet; on-line publishing services via computer databases or web-sites on the Internet; production of educational television programmes; production of films for educational purposes; production of live television programmes for education; production of video tapes for corporate use in corporate educational training; production of video tapes for corporate use in management educational training; news programme services for radio or television; preparation of news programmes for broadcasting; provision of news for entertainment purposes; amusement arcade services; amusement centre services; amusement park services; dinner theatres services; operation of chat room services; entertainment provided by videotext systems; provision of games by means of a computer based system; digital music [not downloadable] provided from MP3 web sites on the Internet digital music [not downloadable] provided from the Internet; providing digital music [not downloadable] for MP3 Internet web sites; providing digital music [not downloadable] from the Internet; providing on-line electronic publication [not downloadable]; game services provided on-line [from a computer network]; information relating to entertainment or education, provided on-line from a computer database or the Internet; providing on-line electronic publication [not downloadable]; provision of on-line forums; publication of electronic books and journals on-line; provision of news on-line; provision of entertainment by telephone; provision of entertainment facilities; provision of entertainment services through the media of audio tapes; provision of entertainment services through the media of cine-films; provision of entertainment services through the media of publications; provision of entertainment services through the media of television; provision of entertainment services through the media of video-films; provision of on-line forums; advisory, information and consultancy services relating to all the aforementioned; all included in Class 41.",MEASAT BROADCAST NETWORK SYSTEMS SDN. BHD.,Malaysia,https://ipos-storage.data.gov.sg/trademarks/T0403658F/2f12293b-7ac5-4e72-bd8e-b36c67a16c5b/T0403658F.jpg,Registered,2024-03-05
T0403659D,2004-03-05,silcool,,Silicone based adhesives as thermal management materials for use in the electronics industry; silicone based adhesives for use in the electronics industry.,MOMENTIVE PERFORMANCE MATERIALS INC.,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403659D/104023f8-87ab-4d5f-8684-748ce51a80f6/T0403659D.jpg,Registered,2024-03-05
T0403660H,2004-03-05,nai,,"Real estate agency services; corporate real estate agency services; real estate brokerage services; leasing of real estate; real estate property and facilities management; real estate loan financing and financial investment in the field of real estate and financial valuation of real estate property; providing information in real estate by means of the Internet, lease administration; property and facilities management; real property valuation; consulting and real estate financial modeling; real estate and facilities strategic planning and project management; all included in Class 36.","NEW AMERICA NETWORK, INC.",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403660H/98061eb2-38bf-42cc-9284-94ade4826d63/T0403660H.jpg,Registered,2024-03-05
T0403661F,2004-03-05,uv fresh,,Air conditioners.,"Hitachi-Johnson Controls Air Conditioning, Inc.",Japan,https://ipos-storage.data.gov.sg/trademarks/T0403661F/7f6390a9-6490-49ff-a28e-609ddbfc9268/T0403661F.jpg,Registered,2024-03-05
T0403662D,2004-03-05,oto bodycare,,"Medical apparatus and instruments; blood pressure monitors; arterial blood measuring apparatus; urine monitors; nebulisers for respiration therapy; medical diagnostic apparatus; medical and therapeutic apparatus for use in exercising, toning muscles or general well-being; furniture for medical and therapeutic purposes; physical exercise apparatus for medical purposes; physiotherapy apparatus; hearing aids for the deaf; massage equipment, namely, massage chairs, rollers for foot massage, massage vibrators, massage apparatus for the eyes; reflexology machines; physiological measuring apparatus for medical use; waist belts for curing back pain; heat packs for therapeutic treatment; electric apparatus for nerve stimulation and massage; step counting apparatus for use in physiotherapy; physical exercise machines for medical purposes; air cushions for medical purposes; air mattresses for medical purposes; air pillow for medical purposes; belts (orthopaedic [orthopedic]-); cushions (heating-), electric, for medical purposes; hot air therapeutical apparatus; hot air vibrators for medical purposes; inhalers; sphygmomanometers; sphygmotensiometers; and thermometers for medical purposes; parts and fittings for all the aforesaid goods; all included in Class 10.",OTO BODYCARE (H.K.) LIMITED,Hong Kong,https://ipos-storage.data.gov.sg/trademarks/T0403662D/2a0a0e59-9f08-4dad-b82e-8e2deb64737e/T0403662D.jpg,Registered,2024-03-05
T0403663B,2004-03-05,cesare p.,,"Jackets, trousers, jeans, gloves [clothing], socks, sweaters, cardigans, belts [clothing], tracksuits, sports shirts, polo shirts, T-shirts, blouses, overcoats, raincoats, half-coats, suits, skirts, pullovers, hats, caps [headgear], underwear, pyjamas, drawers [clothing], knickers, brassieres, petticoats, vest, bikinis and beachwear, shoes, boots, slippers and sandals.",CESPA S.R.L.,Italy,https://ipos-storage.data.gov.sg/trademarks/T0403663B/cb7c8379-796c-4da2-96f0-8c4c1be19084/T0403663B.jpg,Registered,2024-03-05
T0403664J,2004-03-05,oto bodycare,,Sporting and gymnastic articles and apparatus; parts and fittings for all the aforesaid goods; all included in Class 28.,OTO BODYCARE (H.K.) LIMITED,Hong Kong,https://ipos-storage.data.gov.sg/trademarks/T0403664J/d19d0dc6-3a0d-42eb-aeca-3b90979ed28b/T0403664J.jpg,Registered,2024-03-05
T0403665I,2004-03-05,m.c. models agency,,"Advertising, advertising agencies, advertising material (updating of-), advertising matter (dissemination of-), artists (business management of performing-), assistance (business management-), business consultancy (professional-), business research, demonstration of goods, direct mail advertising, distribution of samples, employment agencies, exhibitions (organization of-) for commercial advertising purposes, marketing research, modelling for advertising or sales promotion, personnel recruitment, photocopying, public relations, publicity, radio advertising, radio commercials, rental of advertising space, rental (publicity material-), sales promotion [for others], secretarial services, television advertising, television commercials.",CHOW YEE SZE (YU YIXU),Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403665I/80c77c5c-30fd-4bd8-8dd7-f91dab759699/T0403665I.jpg,Removed,2014-03-05
T0403666G,2004-03-05,m.c. models agency,,"Arranging and conducting of seminars, arranging and conducting of workshops [training], arranging of beauty contests, booking of seats for shows, club services [entertainment or education], conferences (arranging and conducting of-), digital imaging services, discotheque services, dubbing, editing (videotape-), educational services, entertainer services, entertainment, entertainment information,  exhibitions (organization of-) of cultural or educational purposes,  film production, gaming, guidance (vocational-) [educational or training advice], holiday camp services [entertainment], information (education), live performances (presentation of-), modelling for artists, movie projectors and accessories (rental of-), music composition services, night clubs, organization of competitions [education or entertainment], organization of shows [impresario services], party planning [entertainment], photography, production of shows, production (videotape film-), providing amusement arcade services, providing karaoke services, publication of books,  publication of texts [other than publicity texts], radio and television programmes (production of-), recording studio services, rental of stage scenery, teaching, television entertainment, theatre productions.",CHOW YEE SZE (YU YIXU),Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403666G/68e4be6d-68d4-4ea5-9950-1beda7e29d1d/T0403666G.jpg,Removed,2014-03-05
T0403667E,2004-03-05,oto bodycare,,"The bringing together, for the benefit of others, of a variety of goods, namely sports, exercise and fitness apparatus, medical, diagnostic, health care, therapeutic and physiotherapy products and health supplements, enabling customers to conveniently view and purchase those goods in a wholesale outlet; retailing services in relation to sports, exercise and fitness apparatus, medical, diagnostic, health care, therapeutic and physiotherapy products and health supplements; direct mail advertising; marketing and promotional services; advertising by mail order publications; arranging and conducting trade shows; advisory services for the business of selling health, fitness and sporting apparatus and equipment; all of the aforementioned services also provided on-line from a computer database, cable medium or via the Internet; providing organised and condensed business information relating to the selection and purchase of items relating to sports, exercise and fitness apparatus, medical, health and therapeutic products by means of global computer information network; all included in Class 35.",OTO BODYCARE (H.K.) LIMITED,Hong Kong,https://ipos-storage.data.gov.sg/trademarks/T0403667E/3a3894c3-ffd0-43e2-9598-75c9be06f14b/T0403667E.jpg,Registered,2024-03-05
T0403668C,2004-03-05,tractionback,,"Adhesives for floor coverings; adhesives for industrial purposes; chemicals for the treatment of carpet backs and carpet tile backs for preventing slippage and movement; chemicals for the treatment of carpet, carpet backings and floor coverings.",MILLIKEN & COMPANY,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403668C/a93821f6-c7f5-4e9e-92e9-8edf94f967ca/T0403668C.jpg,Registered,2024-03-05
T0403669A,2004-03-05,tractionback,,"Carpets, carpet tiles, rugs and floor mats; floor coverings.",MILLIKEN & COMPANY,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403669A/8a4ad061-5e90-4808-8624-a329bc4d1f18/T0403669A.jpg,Registered,2024-03-05
T0403670E,2004-03-05,safe,,Retail store services relating to household electrical and electronic apparatus and appliances.,SAFE MONEY PTE. LTD.,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403670E/fdf2fd2f-9299-4ace-b276-b4d37a8884f0/T0403670E.jpg,Removed,2014-03-05
T0403671C,2004-03-05,reti-nat,,"Pharmaceutical preparations and substances, vitamin and mineral supplements, dietetic substances, nutritional preparations and supplements, vitamins and minerals.",BAUSCH & LOMB INCORPORATED,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403671C/8a1c787a-05da-4cf8-bfd6-0f7db7f406cc/T0403671C.jpg,Registered,2024-03-05
T0403672A,2004-03-05,new moon,,"Bird's nest prepared for use as a food for infants and invalids or as a dietetic food; bird's nest included in Class 5 being food for infants and invalids; essence of chicken being a food for infants and invalids included in Class 5; food for infants; dietetic substances adapted for medical use; Chinese medicinal and other tonic preparations; tonic drinks, health drinks, vitamins, mineral water salts, mineral water for medical purposes; pharmaceutical, veterinary and sanitary preparations; dietetic substances adapted for medical use, food for babies; plasters, materials for dressings.",GOH JOO HIN PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403672A/5e8864c7-c2aa-478f-bd5f-0dc60866ffce/T0403672A.jpg,Registered,2024-03-05
T0403673Z,2004-03-05,new moon,,"Bird's nest, bird's nest with rock sugar included in Class 29; essences of chicken; essences of abalone, abalone, meat, fish, poultry and game; meat extracts; preserved, dried and cooked fruits and vegetables; jellies, jam; eggs, milk and other dairy products; edible oils and fats; preserved pickles.",GOH JOO HIN PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403673Z/65d14199-13de-4bd9-b4f1-5c34afdabb0c/T0403673Z.jpg,Registered,2024-03-05
T0403674H,2004-03-05,new moon,,"Beverages containing bird's nest in Class 32; non-alcoholic drinks, syrups and preparations for making beverages, all containing bird's nest with rock sugar; beverages containing essences of chicken; beer, ale and porter; mineral and aerated waters and fruit juice, beverages (non-alcoholic), lemonades, mineral waters (beverages); waters [beverages]; tomato juice [beverage]; vegetable juices [beverages]; isotonic beverages; cocktails [non-alcoholic].",GOH JOO HIN PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403674H/2a23da9c-1dd7-413f-baaa-950d87bf3447/T0403674H.jpg,Registered,2024-03-05
T0403684E,2004-03-05,palette 4 lips,,"Skin fresheners, skin lotions, nutritional moisturizing serums for the face and the eye, nourishing creams, foundation creams, eye pencils, mascaras, lip sticks, lip gloss, lip balms, blushers, eye shadows, perfumes, body cleansers, shampoos, lip pencils, eye creams, facial masks, powder foundations, face powders, cosmetic soaps, hair lotions, sun block creams, sun block lotions, cleansing creams, cleansing lotions, hair dyes, skin whitening creams, skin whitening serums, wrinkle treatment creams, anti-wrinkle creams, massage creams, bath soaps, cotton wools for cosmetic purposes, make-up removal tissues impregnated with cosmetics, hand creams, hair sprays, massage oils, nail enamels, baby oils, baby powders, eye liners, cosmetic preparations having a body slimming effect, eau de colognes, eau de perfumes, solid perfumes.",AMOREPACIFIC CORPORATION,Republic of Korea,https://ipos-storage.data.gov.sg/trademarks/T0403684E/9f242f19-dd52-4f03-83a2-5891c4933f34/T0403684E.jpg,Abandoned ,
T0403338B,2004-03-06,cia,,Education: conducting examinations that lead to the professional certification of certified internal auditor.,Institute of Internal Auditors,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403338B/b6e0cb52-e769-44f8-8c23-6644751dd16c/T0403338B.jpg,Registered,2024-03-06
T0403339J,2004-03-06,mym,,Creams (cosmetic).,MYM HEALTH LINE NETWORK,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403339J/aeeae5b3-13b2-4a43-b3a6-ad3ea6e4c94a/T0403339J.jpg,Removed,2014-03-06
T0403340D,2004-03-06,emei cream,,Creams (cosmetic).,MYM HEALTH LINE NETWORK,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403340D/f448c3de-4a31-4e38-b6a3-8eaf69d61390/T0403340D.jpg,Removed,2014-03-06
T0403324B,2004-03-08,d'oro monsieur,,"Precious metals and their alloys and goods in precious metals or coated therewith, not included in other classes; jewellery and precious stone.",GOLDLINK TEXTILE PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403324B/82eb9540-8078-4e8b-9d7a-21ab7ac1b7e9/T0403324B.jpg,Removed,2014-03-08
T0403325J,2004-03-08,d'oro monsieur,,"Leather and imitation of leather, and good made of these materials and not included in other classes; animal skin, hides; trunks and travelling bags, umbrellas, parasols and walking sticks, whips, harness and saddlery.",GOLDLINK TEXTILE PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403325J/c386382e-f67f-4e8b-9f0d-bb92ae37ab81/T0403325J.jpg,Removed,2014-03-08
T0403326I,2004-03-08,d'oro monsieur,,"Leather and imitations of leather, and goods made of these materials and not included in other classes; animal skin, hides; trunks and travelling bags, umbrellas, parasols and walking sticks, whips, harness and saddlery.",GOLDLINK TEXTILE PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403326I/a51d5c73-7fb9-42a6-a1f6-1e1a58aa6062/T0403326I.jpg,Removed,2014-03-08
T0403327G,2004-03-08,d'oro monsieur,,"Belts, boxer shorts, briefs, caps, coats, cuffs, overcoats, pants, polo shirts, raincoats, scarves, sweater, socks, shoes, shorts, T-shirts, trousers, uniforms, underwear, vests, waistcoats, neckwear, neckties, shirts, blouses, bow-ties, ascots, cummberbunds, ascot ties (lavallieres).",GOLDLINK TEXTILE PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403327G/6cc13808-15b8-4683-bcf4-1b122c616144/T0403327G.jpg,Removed,2014-03-08
T0403328E,2004-03-08,leopiano,,"Precious metals and their alloys and goods in precious metals or coated therewith, not included in other classes; jewellery, precious stones; all the aforementioned goods are made in Italy.",GOLDLINK TEXTILE PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403328E/d697a922-233c-4d96-8a07-40c7d871f143/T0403328E.jpg,Removed,2014-03-08
T0403329C,2004-03-08,leopiano leo piano,,"Belts, boxer shorts, briefs, underwear, caps, coats, overcoats, cuffs, polo shirts, T-shirts, shirts, blouses, raincoats, sweaters, pants, trousers, uniforms, shorts, socks, shoes, vests, waistcoats, cummerbunds, scarves, neckwear, neckties, bow-ties, ascots, ascot ties (lavallieres); all the aforementioned goods are made in Italy.",GOLDLINK TEXTILE PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403329C/f82b4eeb-1816-415a-a93c-ced5f839eeea/T0403329C.jpg,Removed,2014-03-08
T0403330G,2004-03-08,grentrek,,"Apparatus for lighting, cooling, steam generating, cooking, refrigerating, drying and ventilating purposes.",GRENTREK TECHNOLOGIES PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403330G/5c83edee-c276-4847-b107-9c8143925b03/T0403330G.jpg,Removed,2014-03-08
T0403378A,2004-03-08,vatang,,Cosmetics; hair lotion; make-up powder; shampoo; skin care product; toiletries; lotions for cosmetic purposes.,SILKEN COSMETICS PTE. LTD.,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403378A/28dfef61-19af-476c-b38e-2950ace5e528/T0403378A.jpg,Registered,2024-03-08
T0403379Z,2004-03-08,new peng hiang,,Dried pork; pork floss; chicken floss; fish floss; barbecue chicken; dried beef; dried mutton; dried fish; dried duck.,NEW PENG HIANG PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403379Z/e90785b1-bd90-4b35-bac0-2c44dd29682a/T0403379Z.jpg,Registered,2024-03-08
T0403380C,2004-03-08,,,"Asphaltum, charcoal, cutting oil, fuel oil, gas oil, gasoline, kerosene, lubricants and naphtha.",WU ZAI JIN,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403380C/eebf28d4-8ef9-4535-af06-48ab66ecd886/T0403380C.jpg,Removed,2014-03-08
T0403718C,2004-03-08,tmas,,Microprocessor driven control units for automatic control systems; electronic digital building automation systems; electronics instruments for monitoring systems in building; computer software programs for database management; remote monitoring apparatus; telemetry instrument; electronics apparatus for telemetry.,TCAM TECHNOLOGY PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403718C/0a0d5b5a-faf4-4a32-b714-d201600f2400/T0403718C.jpg,Registered,2024-03-08
T0403719A,2004-03-08,3tek tek,,"Cigarettes, tobacco, cigarette filters, tobacco products; smokers' articles, lighters, matches.",BRITISH AMERICAN TOBACCO (BRANDS) LIMITED,ENGLAND                                           ,https://ipos-storage.data.gov.sg/trademarks/T0403719A/4d1b5bca-b115-41fd-9d1f-4e8bc67789a6/T0403719A.jpg,Registered,2024-03-08
T0403720E,2004-03-08,,,"Paints, varnishes, lacquers; driers including curing driers, thinners, colouring matters, all being additives for paints, varnishes or lacquers; preservatives against rust and against deterioration of wood; priming preparations (in the nature of paints); wood stains; mastic; putty; repositionable patches of paint, varnishes or lacquers.",Imperial Chemical Industries Limited,United Kingdom,https://ipos-storage.data.gov.sg/trademarks/T0403720E/7e19f2a0-4392-4553-9219-3562d9a6ca80/T0403720E.jpg,Abandoned ,
T0403721C,2004-03-08,mtech,,"Imaging apparatus and installations; optical imaging other than for medical use; thermal imaging apparatus [other than for medical use]; infrared detectors; infrared optical apparatus; infrared scanners; infrared thermometers; cameras; heat sensitive cameras for security purposes; cameras for undersea inspection and surveying; cameras for use in weapons systems; video cameras; scanners; image scanners; electronic scanners; frequency scanners; optical scanners, other than for medical use; programmes for scanners; temperature scanners for industrial and scientific use; software programmes used in relation to the aforesaid goods; parts and fittings for all the aforesaid goods; all included in Class 9.",MILTRADE TECHNOLOGIES PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403721C/202ae1b5-9545-4ce2-a05e-7531eee2b3b9/T0403721C.jpg,Registered,2024-03-08
T0403722A,2004-03-08,mtech,,Scanners; optical scanners for medical inspection purposes; scanners for medical diagnosis; scanners for medical use; temperature scanners for medical use; thermal imaging apparatus for medical use; parts and fittings for all the aforesaid goods; all included in Class 10.,MILTRADE TECHNOLOGIES PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403722A/30aaa052-07f0-4956-9263-ce387e300718/T0403722A.jpg,Removed,2014-03-08
